Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,x,y
704188,Crooked Route,Trampers on this route up the Crooked River valley should have backcountry navigation skills.,Expert,6 hr to Jacko Flat Hut | 8 hr to Top Crooked Hut o,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/38993d55288d4ccea60123c4c574d2e3.aspx,12/2/2025 8:33:42 AM,1491089.87759991,5270931.13590104
704189,Water Race Tunnel Track,This track follows the old water race that took water from Third Branch Steam to drive the Broken Hills Battery.,Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/41bc96e097b543408310e7abdc59e779.aspx,12/2/2025 8:33:41 AM,1842735.78860538,5889176.35340562
704190,Te Puru Track,Te Puru Track joins with Tapu summit to Crosbies Hut Track to take you to Crosbies Hut.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/d0bf98cc463240cba783554e0dee6c7a.aspx,12/2/2025 8:33:41 AM,1827152.21530373,5897877.79120349
704191,Petrified Forest Walk,"Easy access track to a well located viewing platform overlooking the famous petrified forest. Look out for Hector’s dolphins, fur seals, New Zealand sea lions and yellow-eyed penguins.",Easiest,10 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/05bbe244738d465da2a531fcaa0e4d13.aspx,https://www.doc.govt.nz/link/cfb481ae83fc4c95823a9fe8402f2175.aspx,12/2/2025 8:33:41 AM,1301495.53308587,4825043.97888768
704192,Potts Hut Track,A track to Potts Hut through tussock-covered terraces.,Advanced,9 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7ffd90f92797476abaca61e06390e034.aspx,https://www.doc.govt.nz/link/ffb18152ed7347ff87f14fce6a1faec8.aspx,12/2/2025 8:33:41 AM,1439313.93719931,5179198.94230143
704193,King Hill Reserve Walking Track,This is an easy family friendly walk through native trees and plants in the Mamaku Scenic Reserve.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a6b5fe0a66dc489199169fcc7525d0b6.aspx,https://www.doc.govt.nz/link/70e15c72107142a0b201f696f4f33d31.aspx,12/2/2025 8:33:41 AM,1869338.40730988,5779343.86241351
704194,Penguin Walk,"This short sealed track through flax, leads from the carpark and café to the petrified forest viewing platform.",Easiest,20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1cdc33e03a2a48e5ad7b92645331659f.aspx,https://www.doc.govt.nz/link/7e2e1809ef6e4197b355bc768c728e9a.aspx,12/2/2025 8:33:41 AM,1301639.6895859,4825082.69228735
704195,Buckland Peaks Track,Walk through forest and subalpine scrub to Buckland Peaks for stunning views of the Paparoa Range.,"Advanced, Expert",5-11 hrs,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1074b7ee8a094c73ae71cb5c0f6244a4.aspx,https://www.doc.govt.nz/link/fa7588304b644c62a30b9700658dab6a.aspx,12/2/2025 8:33:41 AM,1485007.47559988,5364088.273601
704196,Angelus Hut via Pinchgut Track and Robert Ridge Route,The most popular route to Angelus Hut in fine weather.,"Advanced, Expert",6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/83339a3eb8424f5a87adaef434500b5c.aspx,https://www.doc.govt.nz/link/16fda8320dec4f44b5c299c9900bb8f6.aspx,12/2/2025 8:33:40 AM,1582888.8117,5367318.33680098
704197,Duffy Creek Route,This is a lovely day walk that is off the beaten track.,Expert,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ac48aa35f0c044f7b924bf7c928f4cd1.aspx,https://www.doc.govt.nz/link/3adbe903bb82432e85d2843cdce0fd73.aspx,12/2/2025 8:33:40 AM,1522279.30099998,5318161.646101
704198,Cameron Lookout Walk,A short climb through the bush to a viewing platform overlooking Cameron Creek.,Easiest,20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/299e48b963fe404599070d2d1b684ec7.aspx,https://www.doc.govt.nz/link/7dffa2e61e234c6ea7f08a1bf9d5eacc.aspx,12/2/2025 8:33:40 AM,1304488.35068379,5104175.98675663
704199,Puketui Walk,This flat track connects two road ends and provides good views of the Tairua River.,Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5d8274794e4c4ac3b423cb1554c207bc.aspx,https://www.doc.govt.nz/link/f09b190763d84dcc8ffdb6170bb1d8cc.aspx,12/2/2025 8:33:40 AM,1843177.08540544,5889407.81380569
704200,Waikiti Route,A backcountry route that follows the Waikiti River.,Expert,5–7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/beeaba9ccf18417d806ee8513d606065.aspx,https://www.doc.govt.nz/link/1e188efd53dd48db9ebbca45350c5e9c.aspx,12/2/2025 8:33:40 AM,1508625.38459996,5285324.36680102
704201,Butchers Dam Loop Track,Butchers Dam Loop Track is an excellent short family walk.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7427abcdeeea4bcc82d618f24050e810.aspx,https://www.doc.govt.nz/link/415e88ca19d444a3a063f06de7d783bd.aspx,12/2/2025 8:33:40 AM,1313322.69888673,4977909.81415215
704202,Kahikatea Walk,A family-friendly walk through native plantings that leads to an old water race.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/9786065ba7e64d5fbd3774f7a02c7e7f.aspx,12/2/2025 8:33:39 AM,1833601.50900436,5888358.05070428
704203,Huka Falls Lookout Walk,Take a wheelchair-accessible short walk to the lookout over Huka Falls.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ccde10687ddb40c886023ad14808c877.jpg,https://www.doc.govt.nz/link/9aed265315cd4a3096e97391441f9d1f.aspx,12/2/2025 8:33:39 AM,1868918.31610995,5717655.93611414
704204,Mt Difficulty tracks,"Enjoy fantastic views of Gibbston Valley and Cromwell basin along the way, and out to the Doolan mountains from the top.",Advanced,1 day,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0bc29a90b191429abd656f8884e890be.aspx,https://www.doc.govt.nz/link/baeeb29d53064382900303f2b24c3600.aspx,12/2/2025 8:33:39 AM,1292520.42898146,5000334.42008818
704205,Taraire Ridge Track,A challenging walk across a ridge and through beautiful native forest.,Advanced,4–5 hr loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1dcdff033ebe4f70a2438844f7537fc8.aspx,https://www.doc.govt.nz/link/419e2fbfc13f4e65aeaa511408d5ae3c.aspx,12/2/2025 8:33:39 AM,1714496.18900009,6047563.38920037
704206,Whakaipo Bay tracks,Walk or ride over the headland between Whakaipo and Whangamata bays and enjoy the lake views and native bush.,Easy,4 hr 30 min | 7 hr 30 mi hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b2925ca288b84a4289b7a77f79a71583.jpg,https://www.doc.govt.nz/link/3ba7bae863dd4041a27973a32cabc3f0.aspx,12/2/2025 8:33:39 AM,1853802.70440725,5713699.3897092
704207,Pukenui Forest Loop,A family friendly walk through native forest and farmlands near Whangarei.,Easy,3–4 hr loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9345862e20ce4a8690fbcadb78ab0bb9.aspx,https://www.doc.govt.nz/link/82c8bea04b4b4fe0bde8d89dfa8bf197.aspx,12/2/2025 8:33:38 AM,1713059.94400008,6048025.41540037
704208,Te Hapua Bay Track,"Located on the western shore of Lake Taupō, this track allows walking access to one of the most stunning bays on the lake.",Advanced,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3a048827c4ac4cbcba6c370ae4572e59.jpg,https://www.doc.govt.nz/link/86b9317c72cb439bbf96f3f0b98ec34a.aspx,12/2/2025 8:33:38 AM,1842520.48420567,5699935.25680669
704209,Homunga Bay Track,The track winds around the coast from the northern end of Orokawa Bay. Take care along the coastline.,Advanced,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/afe7a00fe8294ef1b3e8a0442387c319.aspx,https://www.doc.govt.nz/link/d5fd0870d00d4ac0a0097f6055bccc31.aspx,12/2/2025 8:33:38 AM,1860079.55120796,5859976.60920962
704210,Kaniere Water Race Walkway ,"The Kaniere Water Race Walkway provides an opportunity for
a pleasant bush walk in an area that is rich in history. ","Easy, Advanced",4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/080344fbef9b46c8a0b04a6f47a5ae33.aspx,https://www.doc.govt.nz/link/61b4cae58d3f4af7a52a0a2705e29f62.aspx,12/2/2025 8:33:38 AM,1445615.26519945,5262533.00250127
704211,Purakaunui Falls Walk,Walk to the well known and often photographed Purakaunui Falls.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b4bf60a02f75422384e2ca6e7d4e2343.jpg,https://www.doc.govt.nz/link/7db61453b5d04c80afeb5eb63b227b2b.aspx,12/2/2025 8:33:38 AM,1336252.06459162,4842671.01193234
704212,Southern Circuit Stewart Island/Rakiura,"Stewart Island/Rakiura's Southern Circuit Track is a remote, challenging tramp and requires good fitness, route-finding skills and backcountry experience.",Advanced,4 - 6 days round trip from Freshwater landing,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7ef015d9fece4219b7827e6610d2da4f.jpg,https://www.doc.govt.nz/link/c5273bab936f4c439647e36ab4a585fa.aspx,12/2/2025 8:33:38 AM,1217148.03088457,4791183.61417101
704213,Taurewa Track,Follow old milling trails through the bush.,Easy,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a0cb2aac41c5459fb9a3e5a5dea04f54.jpg,https://www.doc.govt.nz/link/667c84b2a0a249249ee6e226e14064dc.aspx,12/2/2025 8:33:37 AM,1820423.7245034,5672117.1330036
704214,Wharekai-Te Kou Walk,For an easy walk head to the rocky shore where kids of all ages can explore tidal pools.,Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/00a13a7368c7477899b5bd9d766e9c65.aspx,https://www.doc.govt.nz/link/ee0f84c0a55442309a228fecfed15ab1.aspx,12/2/2025 8:33:37 AM,1247839.96366337,5122218.58902329
704215,Big River – Golden Lead Battery,"From Big River Hut, follow an old mine ride to Big River Engine House and other historic sites.",Advanced,3-4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fb14ffc545e449dcaaab1027e1b43f5d.aspx,https://www.doc.govt.nz/link/4340c1a3f0794d2189b818110229f1f4.aspx,12/2/2025 8:33:37 AM,1508679.75939996,5321922.941201
704216,Historic Haast to Paringa Cattle Track,This track was built in 1875 by farmers at Haast. Stock were driven from the Landsborough and Cascade valleys to sale yards at Whataroa.,Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/04054e9ec66b46e28b627acd6ae01934.jpg,https://www.doc.govt.nz/link/69c730983914466db41cc6265cc7b7a7.aspx,12/2/2025 8:33:37 AM,1298989.39338202,5141156.45816264
704217,Barrs Falls (Barrs Falls Scenic Reserve),Take a short walk to an unknown waterfall in the Catlins.,Easiest,10 mins return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f3b462092f6c427791d7b121f1764bc3.aspx,https://www.doc.govt.nz/link/dfe2e51240014fe998922dda4c103038.aspx,12/2/2025 8:33:37 AM,1339607.86559207,4850183.08692899
704218,Antimony Mines Track,The Antimony Mines Track which leads from Endeavour Inlet past the site of an old mine and on to the Titirangi Road.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/60bdbde5208e415097a5ac1006cb0967.jpg,https://www.doc.govt.nz/link/ab757142a4224320be284d45becbee32.aspx,12/2/2025 8:33:37 AM,1698358.17340005,5452514.90640093
704219,North West Circuit Stewart Island/Rakiura,The North West Circuit offers challenging multi-day tramping around Rakiura/Stewart island’s northern coast. ,Advanced,9 - 11 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/79e0d5818e5e4b46bb98435ac92d5495.jpg,https://www.doc.govt.nz/link/62552ff094d44ede8bb36304de174745.aspx,12/2/2025 8:33:36 AM,1217136.23748213,4807847.61025593
704220,Minchin  Pass Route,This route travels the eastern and northern flanks of Arthur's Pass National Park. The sections through the upper Minchin Stream and Townsend Creek are more adventurous.,Expert,3 - 4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/79499110f36e4ed0bd5cd24fed86b4be.jpg,https://www.doc.govt.nz/link/2e90bffda0ee4cb38314a75682b61a2b.aspx,12/2/2025 8:33:36 AM,1507052.03029996,5250211.93240104
704221,Franz Josef Glacier/Kā Roimata o Hine Hukatere Walk,Take a short walk through the rainforest to view the Franz Josef Glacier valley.,Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b1bc95468221480b802464bb58a80d95.aspx,https://www.doc.govt.nz/link/c02d801031244638bce00a807bfe071d.aspx,12/2/2025 8:33:36 AM,1370924.04759554,5187533.34520754
704222,Abel Tasman Coast Track,"Enjoy the mild climate, golden beaches and lush coastal native bush on the Abel Tasman Coast Track.",Intermediate,3–5 days one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1c8d742b03a147ef884907b4c7465d73.jpg,https://www.doc.govt.nz/link/114ff80d12f44f0b8384103f0c8e6efc.aspx,12/2/2025 8:33:36 AM,1601047.7069,5478054.50200091
704223,Croesus Track,Croesus Track is one of the finest surviving examples of a miners' track on the West Coast. Croesus Track is part of Paparoa Track and a premier mountain bike ride.,Advanced,1–2 days one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d7e61e5bc5c344a5bbafc9737ab9c29c.jpg,https://www.doc.govt.nz/link/ee4ff02945e54273b96b949984975dad.aspx,12/2/2025 8:33:36 AM,1466008.28719974,5318735.64610107
704224,Mananui Tramline (Māhinapua Walkway),"This flat, easy walk or mountain bike ride, suitable for children, follows an old logging tramline and passes beautiful Lake Māhinapua.",Easy,2 hr - 2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eaa59edfb54d4d5d8ed4e7c2fcbb8d5a.jpg,https://www.doc.govt.nz/link/b4ca25b986274e3496037397fed40392.aspx,12/2/2025 8:33:35 AM,1430910.4572991,5261143.62440154
704225,Holdsworth - Kaitoke Track,This is one of the classic tramps of the Tararua Forest Park. It follows the Waiohine and Tauwharenīkau rivers between Holdsworth and Kaitoke.,Advanced,2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8dcd35c40b6f423bbe0ea4627a9494a8.jpg,https://www.doc.govt.nz/link/3465fd8842d74a3e8d05c7bc8e2bcaf3.aspx,12/2/2025 8:33:35 AM,1797816.32580199,5460387.16290239
704226,Washbourn Scenic Reserve Walk,"The Washbourn Scenic Reserve is a delightful patch of forest, providing a very easy 15-minute walk.",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/73f99a7b5a50416dada76d3efde3d5ed.aspx,https://www.doc.govt.nz/link/1ff9d820cf484c1985c791f4575e89ca.aspx,12/2/2025 8:33:35 AM,1575209.9984,5486780.0671009
704227,Wairau Lagoons Walkway,"This flat loop track, ideal for kids, follows the lagoon shoreline with good bird watching to the rusting remains of the Waverley ship.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b287ab94ea6c46b583d59461afc5e2f0.jpg,https://www.doc.govt.nz/link/6629eaaadc5b43fc8a3928723929d093.aspx,12/2/2025 8:33:35 AM,1688177.10770003,5402060.46010096
704228,Queen Charlotte Track,Experience the spectacular Marlborough Sounds by walking or biking the Queen Charlotte Track. The track stretches 73.5 km  from historic Meretoto/Ship Cove through to Anakiwa in Queen Charlotte Sound. This track is part of Te Araroa Trail.,Intermediate,3-5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f17199e876a84fbba8a9ae6394ec518b.jpg,https://www.doc.govt.nz/link/e3171ec104a34779a4a86c0fde9c4c3c.aspx,12/2/2025 8:33:35 AM,1699357.70920006,5447309.40950093
704229,Mitre Flats Track,The Barra Track follows the Waingawa River to Mitre Flats and Mitre Flats Hut.,Advanced,8 - 9 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4f4524efd54b4a4985762c2bb257b483.jpg,https://www.doc.govt.nz/link/64e1bdafb4094fc5b6c89ccf0e583908.aspx,12/2/2025 8:33:35 AM,1808987.01110266,5474543.60270316
704230,Lake Waikaremoana Track,"Lake Waikaremoana is a Great Walk that is more of a backcountry, off the beaten track experience. Be immersed into stunning natural wilderness and welcomed into the homeland of Ngai Tūhoe.",Intermediate,3 - 4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/05f1f9a1439c419eaa07d7899bae32e8.aspx,https://www.doc.govt.nz/link/515b197a913840e7b09903b2cd121941.aspx,12/2/2025 8:33:34 AM,1947810.50234089,5700518.11180803
704231,Alex Knob Track,"This is a challenging day hike with a reward of the best views of Franz Josef Glacier/Kā Roimata o Hine Hukatere without taking a helicopter flight. In summer, make sure you start your hike early to avoid afternoon cloud.",Advanced,8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/012ff766454c4e819ff220aa864ea2a8.aspx,https://www.doc.govt.nz/link/72b1b1ea6c564342881808859f70c5c3.aspx,12/2/2025 8:33:34 AM,1370353.21149548,5189832.94670765
